country,parameter,mode,powertrain,year,unit,value
Spain,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,5500
Canada,EV stock,Cars,BEV,2014,Vehicles,5400
China,EV stock,Buses,FCEV,2022,Vehicles,5400
Colombia,EV stock,Cars,PHEV,2022,Vehicles,5400
France,EV stock,Trucks,BEV,2024,Vehicles,5400
Iceland,EV stock,Cars,BEV,2020,Vehicles,5400
Japan,EV stock,Vans,BEV,2013,Vehicles,5400
Canada,EV stock,Cars,PHEV,2014,Vehicles,5300
Canada,EV stock,Trucks,BEV,2024,Vehicles,5300
Colombia,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,5300
Israel,EV stock,Cars,PHEV,2018,Vehicles,5300
Japan,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,5300
United Kingdom,EV stock,Vans,BEV,2016,Vehicles,5300
Australia,EV stock,Cars,BEV,2018,Vehicles,5200
Belgium,EV stock,Cars,BEV,2016,Vehicles,5200
Denmark,EV stock,Cars,PHEV,2018,Vehicles,5200
Germany,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,5200
Korea,EV stock,Buses,BEV,2022,Vehicles,5200
Belgium,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,5100
Korea,EV stock,Cars,FCEV,2019,Vehicles,5100
Austria,EV stock,Cars,BEV,2015,Vehicles,5000
China,EV stock,Vans,FCEV,2024,Vehicles,5000
Switzerland,EV stock,Cars,PHEV,2016,Vehicles,5000
United Kingdom,EV stock,Buses,BEV,2024,Vehicles,5000
United Kingdom,EV stock,Vans,PHEV,2024,Vehicles,5000
Italy,EV stock,Vans,BEV,2019,Vehicles,4900
Russia,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,4900
Sweden,EV stock,Cars,PHEV,2014,Vehicles,4900
Switzerland,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,4900
Turkiye,EV stock,Cars,PHEV,2023,Vehicles,4900
United Kingdom,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,4900
Costa Rica,EV stock,Cars,BEV,2022,Vehicles,4800
India,EV stock,Cars,BEV,2016,Vehicles,4800
Poland,EV stock,Cars,BEV,2019,Vehicles,4800
Portugal,EV stock,Vans,BEV,2023,Vehicles,4800
Spain,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,4800
Spain,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,4800
Spain,EV stock,Vans,BEV,2018,Vehicles,4800
Sweden,EV stock,Cars,BEV,2015,Vehicles,4800
Australia,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,4700
Colombia,EV stock,Cars,BEV,2022,Vehicles,4700
Finland,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,4700
Finland,EV stock,Cars,BEV,2019,Vehicles,4700
India,EV stock,Vans,BEV,2020,Vehicles,4700
Malaysia,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,4700
Norway,EV stock,Vans,BEV,2018,Vehicles,4700
Portugal,EV stock,Cars,BEV,2017,Vehicles,4700
USA,EV stock,Vans,BEV,2015,Vehicles,4700
USA,EV stock,Vans,BEV,2016,Vehicles,4700
USA,EV stock,Vans,BEV,2017,Vehicles,4700
USA,EV stock,Vans,BEV,2018,Vehicles,4700
USA,EV stock,Vans,BEV,2019,Vehicles,4700
USA,EV stock,Vans,BEV,2020,Vehicles,4700
USA,EV stock,Vans,BEV,2021,Vehicles,4700
New Zealand,EV stock,Cars,BEV,2017,Vehicles,4600
Switzerland,EV stock,Cars,BEV,2014,Vehicles,4600
Thailand,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,4600
USA,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,4600
United Kingdom,EV stock,Vans,BEV,2015,Vehicles,4600
Netherlands,EV stock,Vans,BEV,2019,Vehicles,4500
Brazil,EV stock,Cars,BEV,2021,Vehicles,4400
Denmark,EV stock,Vans,BEV,2022,Vehicles,4400
India,EV stock,Cars,BEV,2015,Vehicles,4400
Italy,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,4400
Italy,EV stock,Cars,BEV,2015,Vehicles,4400
Mexico,EV stock,Cars,PHEV,2019,Vehicles,4400
Netherlands,EV stock,Cars,PHEV,2012,Vehicles,4400
New Zealand,EV stock,Cars,PHEV,2019,Vehicles,4400
Spain,EV stock,Cars,BEV,2015,Vehicles,4400
China,EV stock,Trucks,FCEV,2021,Vehicles,4300
United Kingdom,EV stock,Trucks,BEV,2024,Vehicles,4300
Africa,EV stock,Cars,PHEV,2024,Vehicles,4200
Canada,EV stock,Vans,BEV,2021,Vehicles,4200
China,EV stock,Buses,FCEV,2021,Vehicles,4200
Finland,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,4200
Finland,EV stock,Vans,BEV,2024,Vehicles,4200
France,EV stock,Vans,PHEV,2019,Vehicles,4200
France,EV stock,Vans,PHEV,2020,Vehicles,4200
Greece,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,4200
Netherlands,EV stock,Cars,BEV,2013,Vehicles,4200
Belgium,EV stock,Vans,BEV,2022,Vehicles,4100
Chile,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,4100
Chile,EV stock,Cars,BEV,2023,Vehicles,4100
China,EV stock,Buses,BEV,2011,Vehicles,4100
India,EV stock,Buses,BEV,2021,Vehicles,4100
Israel,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,4100
Japan,EV stock,Cars,FCEV,2020,Vehicles,4100
Portugal,EV stock,Cars,PHEV,2017,Vehicles,4100
Spain,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,4100
Thailand,EV stock,Cars,BEV,2021,Vehicles,4100
United Kingdom,EV stock,Vans,BEV,2014,Vehicles,4100
United Kingdom,EV stock,Cars,BEV,2012,Vehicles,4100
Canada,EV stock,Vans,PHEV,2021,Vehicles,4000
France,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,4000
Norway,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,4000
Portugal,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,4000
Russia,EV stock,Cars,PHEV,2023,Vehicles,4000
Africa,EV stock,Cars,BEV,2022,Vehicles,3900
Australia,EV stock,Cars,PHEV,2017,Vehicles,3900
Austria,EV stock,Cars,PHEV,2017,Vehicles,3900
Germany,EV stock,Cars,BEV,2012,Vehicles,3900
Italy,EV stock,Vans,BEV,2018,Vehicles,3900
Norway,EV stock,Cars,BEV,2011,Vehicles,3900
Russia,EV stock,Cars,BEV,2022,Vehicles,3900
Sweden,EV stock,Vans,BEV,2019,Vehicles,3900
Belgium,EV stock,Cars,PHEV,2015,Vehicles,3800
Brazil,EV stock,Vans,BEV,2024,Vehicles,3800
Brazil,EV stock,Cars,PHEV,2020,Vehicles,3800
Costa Rica,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,3800
France,EV stock,Trucks,BEV,2023,Vehicles,3800
Germany,EV stock,Vans,BEV,2015,Vehicles,3800
Indonesia,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,3800
Israel,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,3800
Israel,EV stock,Cars,BEV,2020,Vehicles,3800
Norway,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,3800
Poland,EV stock,Cars,PHEV,2019,Vehicles,3800
Sweden,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,3800
USA,EV stock,Cars,BEV,2010,Vehicles,3800
Costa Rica,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,3700
Germany,EV stock,Buses,BEV,2024,Vehicles,3700
India,EV stock,Vans,BEV,2019,Vehicles,3700
Poland,EV stock,Cars,BEV,2018,Vehicles,3700
Switzerland,EV stock,Vans,BEV,2021,Vehicles,3700
USA,EV stock,Buses,BEV,2022,Vehicles,3700
United Kingdom,EV stock,Vans,BEV,2010,Vehicles,3700
United Kingdom,EV stock,Vans,BEV,2012,Vehicles,3700
France,EV stock,Cars,PHEV,2014,Vehicles,3600
Germany,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,3600
Japan,EV stock,Cars,FCEV,2019,Vehicles,3600
Portugal,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,3600
Switzerland,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,3600
USA,EV stock,Vans,BEV,2014,Vehicles,3600
United Kingdom,EV stock,Vans,BEV,2011,Vehicles,3600
United Kingdom,EV stock,Vans,BEV,2013,Vehicles,3600
Costa Rica,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,3500
Finland,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,3500
Iceland,EV stock,Cars,BEV,2019,Vehicles,3500
Japan,EV stock,Cars,BEV,2010,Vehicles,3500
Mexico,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,3500
Russia,EV stock,Cars,PHEV,2021,Vehicles,3500
Russia,EV stock,Cars,PHEV,2022,Vehicles,3500
USA,EV stock,Cars,FCEV,2017,Vehicles,3500
Australia,EV stock,Cars,BEV,2017,Vehicles,3400
Austria,EV stock,Cars,BEV,2014,Vehicles,3400
India,EV stock,Cars,BEV,2014,Vehicles,3400
Thailand,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,3400
Belgium,EV stock,Cars,BEV,2015,Vehicles,3300
China,EV stock,Buses,FCEV,2020,Vehicles,3300
Costa Rica,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,3300
Greece,EV stock,Cars,BEV,2021,Vehicles,3300
Japan,EV stock,Vans,BEV,2012,Vehicles,3300
Portugal,EV stock,Vans,BEV,2022,Vehicles,3300
South Africa,EV stock,Cars,BEV,2024,Vehicles,3300
China,EV stock,Trucks,FCEV,2020,Vehicles,3200
Denmark,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,3200
Finland,EV stock,Vans,BEV,2023,Vehicles,3200
France,EV stock,Vans,BEV,2011,Vehicles,3200
Greece,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,3200
Israel,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,3200
Italy,EV stock,Vans,BEV,2017,Vehicles,3200
Netherlands,EV stock,Vans,BEV,2018,Vehicles,3200
Norway,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,3200
Russia,EV stock,Cars,BEV,2021,Vehicles,3200
Switzerland,EV stock,Cars,PHEV,2015,Vehicles,3200
Thailand,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,3200
Canada,EV stock,Cars,PHEV,2013,Vehicles,3100
Italy,EV stock,Cars,BEV,2014,Vehicles,3100
Japan,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,3100
Mexico,EV stock,Cars,BEV,2020,Vehicles,3100
Mexico,EV stock,Cars,PHEV,2018,Vehicles,3100
Poland,EV stock,Vans,BEV,2022,Vehicles,3100
Poland,EV stock,Cars,BEV,2017,Vehicles,3100
Korea,EV stock,Buses,BEV,2021,Vehicles,3100
Spain,EV stock,Cars,BEV,2014,Vehicles,3100
United Kingdom,EV stock,Buses,BEV,2023,Vehicles,3100
Colombia,EV stock,Cars,PHEV,2021,Vehicles,3000
Germany,EV stock,Cars,PHEV,2013,Vehicles,3000
India,EV stock,Buses,BEV,2020,Vehicles,3000
Italy,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,3000
Spain,EV stock,Vans,BEV,2017,Vehicles,3000
United Kingdom,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,3000
Denmark,EV stock,Cars,BEV,2014,Vehicles,2900
France,EV stock,Cars,BEV,2011,Vehicles,2900
India,EV stock,Vans,BEV,2018,Vehicles,2900
India,EV stock,Cars,BEV,2013,Vehicles,2900
Italy,EV stock,Vans,BEV,2016,Vehicles,2900
Japan,EV stock,Cars,FCEV,2018,Vehicles,2900
New Zealand,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,2900
New Zealand,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,2900
Norway,EV stock,Vans,BEV,2017,Vehicles,2900
Turkiye,EV stock,Cars,BEV,2020,Vehicles,2900
USA,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,2900
United Kingdom,EV stock,Vans,PHEV,2023,Vehicles,2900
Australia,EV stock,Cars,PHEV,2016,Vehicles,2800
Colombia,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,2800
Colombia,EV stock,Cars,BEV,2021,Vehicles,2800
Germany,EV stock,Buses,BEV,2023,Vehicles,2800
Germany,EV stock,Vans,BEV,2014,Vehicles,2800
India,EV stock,Cars,BEV,2012,Vehicles,2800
Portugal,EV stock,Cars,BEV,2016,Vehicles,2800
Spain,EV stock,Cars,PHEV,2016,Vehicles,2800
Chile,EV stock,Cars,PHEV,2024,Vehicles,2700
China,EV stock,Vans,FCEV,2023,Vehicles,2700
Finland,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,2700
France,EV stock,Buses,BEV,2024,Vehicles,2700
Israel,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,2700
Italy,EV stock,Cars,PHEV,2016,Vehicles,2700
Norway,EV stock,Cars,BEV,2010,Vehicles,2700
Russia,EV stock,Cars,PHEV,2020,Vehicles,2700
South Africa,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,2700
Korea,EV stock,Cars,BEV,2014,Vehicles,2700
Sweden,EV stock,Vans,BEV,2018,Vehicles,2700
Switzerland,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,2700
Switzerland,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,2700
Turkiye,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,2700
USA,EV stock,Buses,BEV,2020,Vehicles,2700
USA,EV stock,Buses,BEV,2021,Vehicles,2700
United Kingdom,EV stock,Vans,PHEV,2022,Vehicles,2700
Denmark,EV stock,Vans,BEV,2021,Vehicles,2600
Poland,EV stock,Cars,BEV,2016,Vehicles,2600
United Kingdom,EV stock,Cars,BEV,2011,Vehicles,2600
China,EV stock,Vans,BEV,2014,Vehicles,2500
France,EV stock,Vans,PHEV,2018,Vehicles,2500
Malaysia,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,2500
Netherlands,EV stock,Trucks,BEV,2024,Vehicles,2500
New Zealand,EV stock,Cars,PHEV,2018,Vehicles,2500
Poland,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,2500
Poland,EV stock,Cars,BEV,2015,Vehicles,2500
Africa,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,2400
Belgium,EV stock,Vans,BEV,2021,Vehicles,2400
Canada,EV stock,Cars,BEV,2013,Vehicles,2400
Canada,EV stock,Trucks,BEV,2023,Vehicles,2400
China,EV stock,Buses,PHEV,2013,Vehicles,2400
Finland,EV stock,Cars,BEV,2018,Vehicles,2400
Finland,EV stock,Cars,PHEV,2016,Vehicles,2400
France,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,2400
Germany,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,2400
Iceland,EV stock,Cars,BEV,2018,Vehicles,2400
Spain,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,2400
Switzerland,EV stock,Vans,BEV,2020,Vehicles,2400
Thailand,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,2400
United Kingdom,EV stock,Trucks,BEV,2023,Vehicles,2400
Africa,EV stock,Cars,PHEV,2023,Vehicles,2300
Australia,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,2300
Austria,EV stock,Cars,PHEV,2016,Vehicles,2300
China,EV stock,Buses,FCEV,2019,Vehicles,2300
Germany,EV stock,Cars,FCEV,2024,Vehicles,2300
Italy,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,2300
Italy,EV stock,Vans,PHEV,2024,Vehicles,2300
Japan,EV stock,Cars,FCEV,2017,Vehicles,2300
Norway,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,2300
Norway,EV stock,Cars,PHEV,2014,Vehicles,2300
Portugal,EV stock,Vans,BEV,2021,Vehicles,2300
Turkiye,EV stock,Cars,PHEV,2022,Vehicles,2300
United Kingdom,EV stock,Vans,PHEV,2021,Vehicles,2300
Australia,EV stock,Cars,BEV,2016,Vehicles,2200
Belgium,EV stock,Cars,BEV,2014,Vehicles,2200
Canada,EV stock,Buses,BEV,2024,Vehicles,2200
Costa Rica,EV stock,Cars,BEV,2021,Vehicles,2200
Denmark,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,2200
Denmark,EV stock,Vans,PHEV,2024,Vehicles,2200
Germany,EV stock,Cars,FCEV,2022,Vehicles,2200
Greece,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,2200
Greece,EV stock,Cars,PHEV,2020,Vehicles,2200
Iceland,EV stock,Cars,PHEV,2017,Vehicles,2200
Israel,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,2200
Israel,EV stock,Cars,BEV,2019,Vehicles,2200
Italy,EV stock,Buses,BEV,2024,Vehicles,2200
Netherlands,EV stock,Vans,BEV,2017,Vehicles,2200
New Zealand,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,2200
South Africa,EV stock,Cars,BEV,2023,Vehicles,2200
Sweden,EV stock,Cars,BEV,2014,Vehicles,2200
Switzerland,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,2200
Thailand,EV stock,Cars,BEV,2020,Vehicles,2200
USA,EV stock,Buses,BEV,2019,Vehicles,2200
Australia,EV stock,Cars,PHEV,2015,Vehicles,2100
Austria,EV stock,Cars,BEV,2013,Vehicles,2100
Brazil,EV stock,Cars,PHEV,2019,Vehicles,2100
France,EV stock,Buses,BEV,2023,Vehicles,2100
Germany,EV stock,Cars,FCEV,2023,Vehicles,2100
Italy,EV stock,Vans,BEV,2015,Vehicles,2100
Italy,EV stock,Vans,PHEV,2023,Vehicles,2100
Norway,EV stock,Trucks,BEV,2024,Vehicles,2100
Spain,EV stock,Vans,BEV,2016,Vehicles,2100
USA,EV stock,Vans,BEV,2013,Vehicles,2100
Brazil,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,2000
Germany,EV stock,Vans,BEV,2013,Vehicles,2000
Israel,EV stock,Buses,BEV,2024,Vehicles,2000
Italy,EV stock,Cars,BEV,2013,Vehicles,2000
Netherlands,EV stock,Buses,BEV,2024,Vehicles,2000
New Zealand,EV stock,Vans,BEV,2024,Vehicles,2000
Norway,EV stock,Vans,BEV,2016,Vehicles,2000
Portugal,EV stock,Cars,BEV,2015,Vehicles,2000
Russia,EV stock,Cars,PHEV,2019,Vehicles,2000
United Kingdom,EV stock,Cars,PHEV,2013,Vehicles,2000
China,EV stock,Buses,BEV,2010,Vehicles,1900
Colombia,EV stock,Cars,BEV,2020,Vehicles,1900
Denmark,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,1900
France,EV stock,Vans,PHEV,2024,Vehicles,1900
Germany,EV stock,Vans,PHEV,2024,Vehicles,1900
Netherlands,EV stock,Cars,BEV,2012,Vehicles,1900
Portugal,EV stock,Vans,BEV,2020,Vehicles,1900
Russia,EV stock,Cars,BEV,2020,Vehicles,1900
Korea,EV stock,Vans,BEV,2019,Vehicles,1900
Sweden,EV stock,Vans,BEV,2017,Vehicles,1900
Switzerland,EV stock,Cars,BEV,2013,Vehicles,1900
USA,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,1900
Africa,EV stock,Cars,BEV,2021,Vehicles,1800
Belgium,EV stock,Vans,BEV,2020,Vehicles,1800
China,EV stock,Vans,BEV,2013,Vehicles,1800
China,EV stock,Trucks,FCEV,2019,Vehicles,1800
Denmark,EV stock,Cars,PHEV,2017,Vehicles,1800
France,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,1800
Israel,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,1800
Malaysia,EV stock,Cars,PHEV,2016,Vehicles,1800
New Zealand,EV stock,Vans,BEV,2023,Vehicles,1800
South Africa,EV stock,Cars,PHEV,2024,Vehicles,1800
Korea,EV stock,Buses,BEV,2020,Vehicles,1800
Spain,EV stock,Buses,BEV,2024,Vehicles,1800
Switzerland,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,1800
Thailand,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,1800
Turkiye,EV stock,Cars,PHEV,2021,Vehicles,1800
United Kingdom,EV stock,Buses,BEV,2022,Vehicles,1800
Austria,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,1700
Belgium,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,1700
Chile,EV stock,Cars,BEV,2022,Vehicles,1700
China,EV stock,Vans,PHEV,2022,Vehicles,1700
China,EV stock,Vans,PHEV,2023,Vehicles,1700
China,EV stock,Vans,PHEV,2024,Vehicles,1700
China,EV stock,Trucks,BEV,2014,Vehicles,1700
France,EV stock,Buses,BEV,2022,Vehicles,1700
Germany,EV stock,Buses,BEV,2022,Vehicles,1700
Iceland,EV stock,Cars,BEV,2017,Vehicles,1700
Indonesia,EV stock,Cars,BEV,2021,Vehicles,1700
Israel,EV stock,Cars,PHEV,2017,Vehicles,1700
Italy,EV stock,Vans,BEV,2014,Vehicles,1700
Malaysia,EV stock,Cars,BEV,2022,Vehicles,1700
Mexico,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,1700
Norway,EV stock,Buses,BEV,2024,Vehicles,1700
Spain,EV stock,Cars,BEV,2013,Vehicles,1700
Thailand,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,1700
United Kingdom,EV stock,2 and 3 wheelers,BEV,2010,Vehicles,1700
United Kingdom,EV stock,2 and 3 wheelers,BEV,2011,Vehicles,1700
Brazil,EV stock,Vans,BEV,2023,Vehicles,1600
Brazil,EV stock,Cars,BEV,2020,Vehicles,1600
Canada,EV stock,Buses,BEV,2023,Vehicles,1600
Canada,EV stock,Vans,BEV,2020,Vehicles,1600
Canada,EV stock,Cars,PHEV,2012,Vehicles,1600
Chile,EV stock,Cars,PHEV,2023,Vehicles,1600
China,EV stock,Cars,BEV,2010,Vehicles,1600
China,EV stock,Cars,PHEV,2013,Vehicles,1600
Denmark,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,1600
Denmark,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,1600
Finland,EV stock,Vans,BEV,2022,Vehicles,1600
France,EV stock,Vans,PHEV,2017,Vehicles,1600
France,EV stock,Vans,PHEV,2023,Vehicles,1600
